Id,LotArea,YearBuilt,TotalBsmtSF,GrLivArea,FullBath,GarageCars,SalePrice
1352,9247,1962,858,1716,1,2,171000
1353,6000,1937,698,1176,1,2,134900
1354,14720,1995,2033,3238,2,3,410000
1355,10316,2000,992,1865,2,3,235000
1356,10192,1968,570,1920,3,2,170000
1357,9477,1966,864,892,1,1,110000
1358,12537,1971,1078,1078,1,2,149900
1359,2117,2000,756,1573,2,2,177500
1360,16737,2004,1980,1980,2,3,315000
1361,9842,1921,612,2601,3,2,189000
1362,16158,2005,1530,1530,2,2,260000
1363,12513,1920,715,1738,2,1,104900
1364,8499,2006,616,1412,2,2,156932
1365,3180,2005,600,1200,2,2,144152
1366,7500,2000,814,1674,2,2,216000
1367,9179,1999,873,1790,2,2,193000
1368,2665,1977,757,1475,2,1,127000
1369,4435,2003,848,848,1,2,144000
1370,10635,2003,1657,1668,2,2,232000
1371,5400,1920,840,1374,1,1,105000
1372,9600,1955,992,1661,1,1,165500
1373,9750,1998,1108,2097,2,2,274300
1374,11400,2001,2633,2633,2,3,466500
1375,10625,2005,1026,1958,2,3,250000
1376,10991,2007,1571,1571,2,3,239000
1377,6292,1930,768,790,1,1,91000
1378,10998,1941,984,1604,2,2,117000
1379,1953,1973,483,987,1,1,83000
1380,9735,2006,384,1394,2,2,167500
1381,8212,1914,864,864,1,1,58500
1382,12925,1970,1205,2117,2,2,237500
1383,7200,1920,596,1762,1,2,157000
1384,25339,1918,816,1416,2,2,112000
1385,9060,1939,560,1258,1,1,105000
1386,5436,1922,796,1154,1,1,125500
1387,16692,1978,1392,2784,3,2,250000
1388,8520,1916,714,2526,2,1,136000
1389,14892,2006,1746,1746,2,3,377500
1390,6000,1941,735,1218,1,2,131000
1391,9100,2000,1525,1525,2,2,235000
1392,8944,1967,1584,1584,2,3,124000
1393,7838,1967,864,900,1,1,123000
1394,10800,1905,482,1912,2,2,163000
1395,4045,2006,1356,1500,2,3,246578
1396,12665,2005,1094,2482,2,3,281213
1397,57200,1948,747,1687,1,2,160000
1398,6120,1920,939,1513,1,1,137500
1399,7200,1950,1208,1904,1,1,138000
1400,6171,1925,976,1608,2,1,137450
1401,6000,1929,862,1158,1,1,120000
1402,7415,2004,839,1593,2,2,193000
1403,6762,2006,1286,1294,2,2,193879
1404,15256,2007,1485,1464,2,3,282922
1405,10410,1915,672,1214,1,3,105000
1406,3842,2004,1594,1646,2,2,275000
1407,8445,1972,768,768,1,2,133000
1408,8780,1985,833,833,1,0,112000
1409,7740,1910,622,1363,1,2,125500
1410,20544,1986,791,2093,2,2,215000
1411,12420,2001,944,1840,2,2,230000
1412,9600,1950,856,1668,1,1,140000
1413,7200,1949,0,1040,2,2,90000
1414,10994,2005,1844,1844,2,2,257000
1415,13053,1923,833,1848,1,2,207000
1416,3635,2007,1386,1569,2,3,175900
1417,11340,1885,777,2290,2,2,122500
1418,16545,1998,1284,2450,2,3,340000
1419,9204,1963,1144,1144,1,1,124000
1420,16381,1969,1844,1844,2,2,223000
1421,11700,1968,708,1416,2,2,179900
1422,4043,1977,1069,1069,2,2,127500
1423,4435,2003,848,848,1,2,136500
1424,19690,1966,697,2201,2,2,274970
1425,9503,1958,1024,1344,1,1,144000
1426,10721,1959,1252,1252,1,2,142000
1427,10944,1994,1223,2127,2,2,271000
1428,10930,1945,913,1558,1,1,140000
1429,7200,1940,788,804,1,1,119000
1430,12546,1981,1440,1440,2,2,182900
1431,21930,2005,732,1838,2,2,192140
1432,4928,1976,958,958,2,2,143750
1433,10800,1927,656,968,2,1,64500
1434,10261,2000,936,1792,2,2,186500
1435,17400,1977,1126,1126,2,2,160000
1436,8400,1962,1319,1537,1,2,174000
1437,9000,1971,864,864,1,2,120500
1438,12444,2008,1932,1932,2,3,394617
1439,7407,1957,912,1236,1,2,149700
1440,11584,1979,539,1725,2,2,197000
1441,11526,1922,588,2555,2,2,191000
1442,4426,2004,848,848,1,2,149300
1443,11003,2008,1017,2007,2,3,310000
1444,8854,1916,952,952,1,1,121000
1445,8500,2004,1422,1422,2,2,179600
1446,8400,1966,814,913,1,1,129000
1447,26142,1962,1188,1188,1,1,157900
1448,10000,1995,1220,2090,2,2,240000
1449,11767,1910,560,1346,1,1,112000
1450,1533,1970,630,630,1,0,92000
1451,9000,1974,896,1792,2,0,136000
1452,9262,2008,1573,1578,2,3,287090
1453,3675,2005,547,1072,1,2,145000
1454,17217,2006,1140,1140,1,0,84500
1455,7500,2004,1221,1221,2,2,185000
1456,7917,1999,953,1647,2,2,175000
1457,13175,1978,1542,2073,2,2,210000
1458,9042,1941,1152,2340,2,1,266500
1459,9717,1950,1078,1078,1,1,142125
1460,9937,1965,1256,1256,1,1,147500
